IKBKB	directed	FOXO4	0.831168831169	0.831168831169	0	3
AKT	directed	MDM2	0.493506493506	0.493506493506	0	0
ERK	directed	RPS6KA	-0.273538961039	0.351461038961	7	0
PI3K	undirected	PI3K	1.0	1.0	8	4
FOXO4	directed	KLF2	0.339285714286	1.08928571429	5	2
CHUK	directed	RELB	0.545454545455	0.545454545455	0	2
NR4A1	directed	RXRA	0.766233766234	0.766233766234	0	0
EGFR	directed	IRS1	0.0	0.0	8	0
AKT	directed	CHUK	1.0	1.0	0	4
MTOR	undirected	RICTOR	1.0	1.0	0	0
AKT	directed	FOXO4	0.831168831169	0.831168831169	6	3
AKT	directed	IKBKB	1.0	1.0	0	4
SGK	directed	FOXO4	0.792207792208	0.792207792208	0	0
GSK3B	directed	MYC	0.415584415584	0.415584415584	0	0
SRC	directed	PI3K	0.0	0.0	0	4
FOXO4	directed	BCL6	0.199675324675	0.449675324675	4	1
ELK1	undirected	ELK4	-0.586038961039	0.663961038961	2	0
ERK	directed	ELK4	-0.586038961039	0.663961038961	4	0
AKT	directed	FOXO3	0.506493506494	0.506493506494	5	1
ERK	directed	MYC	-0.698051948052	0.801948051948	3	0
PI3K	directed	AKT	1.0	1.0	8	4
ERK	directed	FOXO3	-0.323051948052	0.426948051948	5	0
CHUK	directed	PTEN	1.0	1.0	0	4
ERK	directed	FOXO1	-0.448051948052	0.551948051948	5	0
IRS1	directed	PI3K	0.0	0.0	8	0
AKT	directed	CREB3L3	0.38961038961	0.38961038961	6	4
RAS	directed	RAF1	0.0	0.0	8	0
IKBKB	directed	FOXO6	0.181818181818	0.181818181818	0	0
SRF	directed	ELK1	-0.1875	0.1875	0	0
AKT	directed	CREB3L1	0.493506493506	0.493506493506	6	1
ELK4	undirected	SRF	-0.224025974026	0.275974025974	3	0
SGK	directed	FOXO3	0.454545454545	0.454545454545	0	0
MEK	directed	ERK	-0.948051948052	1.05194805195	8	0
AKT	directed	ATF2	0.532467532468	0.532467532468	8	3
AKT	directed	FOXO1	0.545454545455	0.545454545455	5	2
IKBKB	directed	NFKB2	0.428571428571	0.428571428571	0	2
FOXO1	directed	RBL2	0.13474025974	0.38474025974	1	1
